	0	1	2	3
925	-0.0201835	-0.999672	0.0157439	0.0771864
926	0.178341	-0.983904	-0.0112561	0.129387
927	-0.0137057	-0.999887	0.00617998	0.0156065
929	-0.999959	-0.00226387	-0.00881663	0.08083
932	-0.0201835	-0.999672	0.0157439	0.0771864
933	0.178341	-0.983904	-0.0112561	0.129387
934	-0.0137057	-0.999887	0.00617998	0.0156065
936	-0.999959	-0.00226387	-0.00881663	0.08083
939	-0.0201835	-0.999672	0.0157439	0.0771864
940	0.178341	-0.983904	-0.0112561	0.129387
941	-0.0137057	-0.999887	0.00617998	0.0156065
943	-0.999959	-0.00226387	-0.00881663	0.08083
946	-0.0201835	-0.999672	0.0157439	0.0771864
947	0.178341	-0.983904	-0.0112561	0.129387
948	-0.0137057	-0.999887	0.00617998	0.0156065
950	-0.999959	-0.00226387	-0.00881663	0.08083
953	-0.0201835	-0.999672	0.0157439	0.0771864
954	0.178341	-0.983904	-0.0112561	0.129387
955	-0.0137057	-0.999887	0.00617998	0.0156065
957	-0.999959	-0.00226387	-0.00881663	0.08083
960	-0.0201835	-0.999672	0.0157439	0.0771864
961	0.178341	-0.983904	-0.0112561	0.129387
962	-0.0137057	-0.999887	0.00617998	0.0156065
964	-0.999959	-0.00226387	-0.00881663	0.08083
967	-0.0201835	-0.999672	0.0157439	0.0771864
968	0.178341	-0.983904	-0.0112561	0.129387
969	-0.0137057	-0.999887	0.00617998	0.0156065
971	-0.999959	-0.00226387	-0.00881663	0.08083
974	-0.0201835	-0.999672	0.0157439	0.0771864
975	0.178341	-0.983904	-0.0112561	0.129387
976	-0.0137057	-0.999887	0.00617998	0.0156065
978	-0.999959	-0.00226387	-0.00881663	0.08083
981	-0.0201835	-0.999672	0.0157439	0.0771864
982	0.178341	-0.983904	-0.0112561	0.129387
983	-0.0137057	-0.999887	0.00617998	0.0156065
985	-0.999959	-0.00226387	-0.00881663	0.08083
988	-0.0201835	-0.999672	0.0157439	0.0771864
989	0.178341	-0.983904	-0.0112561	0.129387
990	-0.0137057	-0.999887	0.00617998	0.0156065
992	-0.999959	-0.00226387	-0.00881663	0.08083
995	-0.0201835	-0.999672	0.0157439	0.0771864
996	0.178341	-0.983904	-0.0112561	0.129387
997	-0.0137057	-0.999887	0.00617998	0.0156065
999	-0.999959	-0.00226387	-0.00881663	0.08083
